Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Ivanovic A.,De Los Rios R.,1.0,103.0,4188.0,323.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.01,15.0,1.01,16.0,1.015,13.0,1.015,46.0,1.01,30.0
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Bondarenko K.,Fujiwara R.,47.0,198.0,591.0,146.0,1.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.16,4.5,1.17,4.67,1.167,4.5,1.185,5.9,1.18,4.6
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Dushevina V.,Kirilenko M.,63.0,19.0,497.0,1208.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.87,1.38,2.85,1.4,2.75,1.4,3.01,1.452,2.95,1.38
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Mattek B.,Bremond S.,69.0,111.0,474.0,306.0,5.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,Completed,1.36,3.0,1.4,2.85,1.444,2.625,1.427,3.14,1.47,2.6
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Kuznetsova S.,Johansson M.,4.0,124.0,3565.0,279.0,6.0,7.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.05,9.0,1.05,8.5,1.063,8.0,1.067,13.0,1.07,7.5
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Dellacqua C.,Schnyder P.,43.0,13.0,643.0,1940.0,6.0,4.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,2.1,1.66,2.1,1.7,2.0,1.727,2.18,1.781,2.04,1.74
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Chakvetadze A.,Dubois S.,8.0,100.0,2436.0,329.0,2.0,6.0,6.0,1.0,7.0,6.0,2.0,1.0,Completed,1.05,9.0,1.04,9.25,1.071,7.5,1.08,11.0,1.07,8.0
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Gallovits E.,Meusburger Y.,84.0,85.0,388.0,385.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.5,2.5,1.524,2.78,1.47,2.6
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Zahlavova Strycova B.,Pin C.,109.0,76.0,314.0,444.0,7.0,5.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.72,2.0,1.76,1.99,1.8,1.909,1.758,2.22,1.85,1.91
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Radwanska A.,Benesova I.,11.0,50.0,2011.0,557.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.14,5.0,1.15,4.9,1.167,4.5,1.16,6.65,1.17,4.8
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Bondarenko A.,South M.,27.0,150.0,1018.0,214.0,6.0,3.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.14,5.0,1.15,5.2,1.167,4.5,1.177,6.15,1.13,5.6
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Perebiynis T.,Kvitova P.,67.0,73.0,482.0,456.0,6.0,4.0,0.0,6.0,6.0,4.0,2.0,1.0,Completed,2.2,1.61,2.1,1.65,2.0,1.727,2.25,1.741,2.07,1.72
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Ruano Pascual V.,Sequera M.,81.0,159.0,424.0,192.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.8,1.364,3.0,1.463,2.96,1.37,3.0
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Szavay A.,Garbin T.,15.0,80.0,1645.0,428.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.25,3.75,1.23,3.89,1.25,3.75,1.313,3.89,1.25,3.8
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Domachowska M.,Craybas J.,65.0,78.0,486.0,432.0,6.0,1.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.5,2.5,1.5,2.55,1.615,2.2,1.556,2.7,1.6,2.28
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Medina Garrigues A.,Yan Z.,34.0,44.0,798.0,623.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.4,2.75,1.459,2.98,1.37,3.0
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Bartoli M.,Lisicki S.,10.0,79.0,2030.0,430.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.75,1.222,4.0,1.223,5.09,1.24,3.9
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Mauresmo A.,Harkleroad A.,33.0,74.0,832.0,456.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.45,1.444,2.625,1.493,2.83,1.47,2.6
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Pennetta F.,Vakulenko J.,23.0,83.0,1122.0,389.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.4,2.75,1.45,2.6,1.4,2.75,1.521,2.79,1.4,2.85
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Wozniak A.,Koryttseva M.,94.0,70.0,341.0,469.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,2.1,1.7,2.0,1.727,2.06,1.862,2.03,1.75
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Martinez-Sanchez M.J.,Muller M.,101.0,104.0,326.0,322.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.28,3.46,1.3,3.4,1.31,3.93,1.25,3.8
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Sugiyama A.,Wickmayer Y.,38.0,68.0,722.0,479.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.4,2.6,1.45,2.625,1.444,2.9,1.476,2.52,1.5
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Mirza S.,Castano C.,32.0,146.0,867.0,227.0,7.0,6.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.14,5.0,1.2,4.25,1.167,4.5,1.208,5.41,1.18,4.6
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Keothavong A.,King V.,92.0,93.0,348.0,346.0,4.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.9,1.8,1.85,1.9,1.8,1.909,1.935,1.971,1.88,1.88
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Wozniacki C.,Hrdinova E.,30.0,183.0,932.0,164.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.08,7.0,1.1,6.23,1.071,7.5,1.111,8.75,1.1,6.75
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Williams V.,Cavaday N.,7.0,197.0,2606.0,146.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.01,15.0,1.02,11.5,1.02,11.0,1.029,26.0,1.04,11.0
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Niculescu M.,Rybarikova M.,87.0,114.0,375.0,296.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.5,1.5,2.45,1.5,2.25,1.571,2.72,1.549,2.38,1.55
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Erakovic M.,Krajicek M.,53.0,49.0,551.0,561.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.61,2.2,1.65,2.15,1.667,2.1,1.658,2.42,1.73,2.05
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Bammer S.,Arvidsson S.,29.0,62.0,977.0,507.0,4.0,6.0,4.0,1.0,,,0.0,1.0,Retired,1.8,1.9,1.76,1.99,1.727,2.0,1.926,1.98,1.7,2.1
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Peng S.,Kutuzova V.,54.0,153.0,546.0,208.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.1,1.73,2.03,1.66,2.1,1.752,2.23,1.6,2.28
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Goerges J.,Srebotnik K.,102.0,24.0,325.0,1110.0,4.0,6.0,7.0,6.0,7.0,6.0,2.0,1.0,Completed,6.0,1.11,6.25,1.1,5.0,1.143,7.47,1.139,5.4,1.14
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Kudryavtseva A.,Makarova E.,154.0,48.0,202.0,568.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,3.5,1.28,3.46,1.28,3.4,1.3,3.76,1.327,3.4,1.3
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Tanasugarn T.,Cetkovska P.,60.0,52.0,519.0,555.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.5,2.45,1.571,2.25,1.617,2.52,1.54,2.4
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Schiavone F.,Paszek T.,20.0,64.0,1201.0,490.0,6.0,3.0,5.0,7.0,7.0,6.0,2.0,1.0,Completed,1.33,3.25,1.3,3.35,1.286,3.5,1.386,3.39,1.33,3.2
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Cirstea S.,Bychkova E.,66.0,96.0,485.0,336.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,1.35,3.1,1.364,3.0,1.317,3.85,1.32,3.3
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Azarenka V.,Pironkova T.,16.0,41.0,1386.0,687.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.4,2.75,1.44,2.67,1.4,2.75,1.459,2.98,1.37,3.0
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Sharapova M.,Foretz S.,2.0,105.0,3706.0,322.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.01,15.0,1.01,16.0,1.015,13.0,1.018,36.0,1.02,15.0
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Kleybanova A.,Obziler T.,42.0,115.0,653.0,295.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.2,4.33,1.17,4.67,1.222,4.0,1.207,5.42,1.18,4.6
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Davenport L.,Voracova R.,25.0,110.0,1055.0,309.0,6.0,3.0,5.0,7.0,6.0,3.0,2.0,1.0,Completed,1.05,9.0,1.04,9.25,1.063,8.0,1.098,9.25,1.06,9.0
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Zvonareva V.,Nakamura A.,14.0,82.0,1912.0,397.0,6.0,1.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.11,6.0,1.1,6.25,1.125,5.5,1.128,8.12,1.1,6.75
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Santangelo M.,Ani M.,233.0,95.0,118.0,340.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.61,2.2,1.65,2.15,1.727,2.0,1.629,2.49,1.6,2.28
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Dulko G.,Rezai A.,39.0,55.0,707.0,540.0,1.0,6.0,6.0,0.0,6.0,2.0,2.0,1.0,Completed,1.44,2.62,1.45,2.6,1.444,2.625,1.45,3.02,1.45,2.67
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Hsieh S.W.,Cohen Aloro S.,116.0,255.0,294.0,103.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.25,1.57,2.35,1.55,2.2,1.615,2.62,1.581,2.22,1.63
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Petrova N.,Govortsova O.,18.0,35.0,1211.0,794.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.0,1.15,5.2,1.167,4.5,1.189,5.78,1.2,4.3
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Peer S.,O'Brien K.,26.0,127.0,1027.0,276.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.4,2.75,1.37,2.92,1.4,2.75,1.442,3.06,1.44,2.7
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Bacsinszky T.,Ditty J.,71.0,99.0,458.0,331.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.53,2.4,1.533,2.375,1.578,2.63,1.6,2.28
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Hantuchova D.,Errani S.,12.0,57.0,2007.0,535.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,1.35,3.1,1.333,3.25,1.377,3.45,1.4,2.85
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Safina D.,Chan Y.J.,9.0,72.0,2257.0,458.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.05,9.0,1.04,9.25,1.05,8.5,1.1,9.0,1.07,8.0
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Loit E.,Safarova L.,86.0,51.0,376.0,556.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,3.5,1.28,3.35,1.3,3.4,1.3,3.7,1.333,3.4,1.3
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Suarez Navarro C.,Voskoboeva G.,56.0,89.0,538.0,373.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.66,2.15,1.65,2.2,1.615,2.15,1.8,2.12,1.68
WTA,2008,32,London,Wimbledon,2008-06-24,Grand Slam,Outdoor,Grass,1st Round,3,Jankovic J.,Savchuk O.,3.0,113.0,3685.0,300.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.03,12.0,1.04,9.25,1.03,10.0,1.044,18.5,1.04,11.0
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Dementieva E.,Camerin M.E.,5.0,138.0,2745.0,243.0,6.0,3.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,1.03,12.0,1.04,9.25,1.02,11.0,1.043,19.0,1.05,10.0
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Dellacqua C.,Parmentier P.,43.0,59.0,643.0,521.0,1.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.22,4.0,1.25,3.6,1.286,3.5,1.282,4.24,1.31,3.3
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Vaidisova N.,Stosur S.,22.0,98.0,1153.0,331.0,6.0,2.0,0.0,6.0,6.0,4.0,2.0,1.0,Completed,1.57,2.25,1.55,2.4,1.615,2.2,1.685,2.36,1.67,2.15
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Zheng J.,Baltacha E.,133.0,158.0,262.0,193.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.33,3.25,1.3,3.35,1.333,3.25,1.355,3.62,1.32,3.3
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Ivanovic A.,Dechy N.,1.0,97.0,4188.0,333.0,6.0,7.0,7.0,6.0,7.0,6.0,2.0,1.0,Completed,1.01,15.0,1.02,11.5,1.02,11.0,1.038,21.0,1.03,12.0
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Szavay A.,Niculescu M.,15.0,87.0,1645.0,375.0,5.0,7.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,1.16,4.5,,,1.167,4.5,1.211,5.35,1.17,4.8
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Bartoli M.,Perebiynis T.,10.0,67.0,2030.0,482.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.14,5.0,1.17,4.67,1.143,5.0,1.194,5.65,1.16,5.0
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Kuznetsova S.,Bondarenko K.,4.0,47.0,3565.0,591.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.0,1.3,3.2,1.333,3.25,1.391,3.36,1.37,3.0
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Mattek B.,Dushevina V.,69.0,63.0,474.0,497.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.7,2.1,1.667,2.1,1.662,2.41,1.57,2.34
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Williams S.,Radwanska U.,6.0,190.0,2676.0,155.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.02,13.0,1.02,11.5,1.02,11.0,1.038,21.0,1.03,12.0
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Medina Garrigues A.,Schiavone F.,34.0,20.0,798.0,1201.0,3.0,6.0,7.0,5.0,7.0,6.0,2.0,1.0,Completed,1.83,1.83,1.95,1.8,1.833,1.833,1.943,1.962,1.88,1.88
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Mauresmo A.,Ruano Pascual V.,33.0,81.0,832.0,424.0,4.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,1.22,4.0,1.25,3.75,1.222,4.0,1.25,4.6,1.29,3.45
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Chakvetadze A.,Gallovits E.,8.0,84.0,2436.0,388.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.0,1.28,3.46,1.222,4.0,1.303,4.0,1.3,3.4
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Pavlyuchenkova A.,Li N.,137.0,45.0,250.0,600.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.4,2.53,1.48,2.625,1.444,2.86,1.485,2.7,1.44
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Rodina E.,Vesnina E.,108.0,46.0,315.0,594.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,2.2,1.61,2.1,1.65,2.25,1.571,2.3,1.714,2.2,1.64
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Zahlavova Strycova B.,Bondarenko A.,109.0,27.0,314.0,1018.0,6.0,3.0,3.0,0.0,,,1.0,0.0,Retired,3.25,1.33,3.1,1.35,4.333,1.2,3.11,1.433,3.2,1.33
WTA,2008,32,London,Wimbledon,2008-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Radwanska A.,Domachowska M.,11.0,65.0,2011.0,486.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.06,8.0,1.1,6.25,1.083,7.0,1.1,9.0,1.1,6.75
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Martinez-Sanchez M.J.,Mirza S.,101.0,32.0,326.0,867.0,6.0,0.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,2.1,1.66,2.05,1.75,2.1,1.667,2.15,1.8,2.18,1.65
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Tanasugarn T.,Zvonareva V.,60.0,14.0,519.0,1912.0,7.0,6.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,2.75,1.4,2.45,1.5,2.625,1.444,2.64,1.575,2.6,1.47
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Williams V.,Keothavong A.,7.0,92.0,2606.0,348.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.02,13.0,1.02,11.5,1.02,11.0,1.042,20.05,1.03,12.0
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Dulko G.,Davenport L.,39.0,25.0,707.0,1055.0,,,,,,,,,Walkover,2.37,1.53,2.15,1.65,2.25,1.571,2.54,1.61,2.28,1.6
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Erakovic M.,Goerges J.,53.0,102.0,551.0,325.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.222,4.0,1.239,4.79,1.23,4.0
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Wozniacki C.,Wozniak A.,30.0,94.0,932.0,341.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6.0,1.15,5.2,1.143,5.0,1.153,6.95,1.13,5.6
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Peng S.,Bammer S.,54.0,29.0,546.0,977.0,7.0,6.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.66,2.1,1.53,2.4,1.72,2.0,1.699,2.33,1.62,2.24
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Peer S.,Loit E.,26.0,86.0,1027.0,376.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,1.35,3.1,1.364,3.0,1.383,3.41,1.4,2.85
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Safina D.,Hsieh S.W.,9.0,116.0,2257.0,294.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.05,9.0,1.05,8.5,1.05,8.5,1.1,9.0,1.1,6.75
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Kudryavtseva A.,Sharapova M.,154.0,2.0,202.0,3706.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,15.0,1.01,13.5,1.01,11.0,1.02,28.5,1.025,18.0,1.02
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Dementieva E.,Bacsinszky T.,5.0,71.0,2745.0,458.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.1,6.5,1.1,6.25,1.111,6.0,1.153,6.92,1.12,5.85
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Jankovic J.,Suarez Navarro C.,3.0,56.0,3685.0,538.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.05,9.0,1.04,9.25,1.063,8.0,1.08,11.0,1.04,11.0
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Azarenka V.,Cirstea S.,16.0,66.0,1386.0,485.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.11,6.0,1.15,5.2,1.167,4.5,1.172,6.32,1.15,5.15
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Kleybanova A.,Hantuchova D.,42.0,12.0,653.0,2007.0,6.0,3.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,2.25,1.57,2.35,1.55,2.2,1.615,2.31,1.709,2.1,1.7
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Petrova N.,Santangelo M.,18.0,233.0,1211.0,118.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.12,5.5,1.15,5.2,1.143,5.0,1.181,6.03,1.17,4.8
WTA,2008,32,London,Wimbledon,2008-06-26,Grand Slam,Outdoor,Grass,2nd Round,3,Sugiyama A.,Pennetta F.,38.0,23.0,722.0,1122.0,7.0,6.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,2.0,1.72,2.12,1.67,2.0,1.727,2.1,1.833,1.94,1.82
WTA,2008,32,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Chakvetadze A.,Rodina E.,8.0,108.0,2436.0,315.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,1.23,3.89,1.2,4.333,1.305,3.98,1.24,3.9
WTA,2008,32,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Vaidisova N.,Dellacqua C.,22.0,43.0,1153.0,643.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.37,1.6,2.3,1.571,2.25,1.641,2.46,1.6,2.28
WTA,2008,32,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Kuznetsova S.,Zahlavova Strycova B.,4.0,109.0,3565.0,314.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.07,7.5,1.1,6.25,1.083,7.0,1.14,7.45,1.14,5.4
WTA,2008,32,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Szavay A.,Medina Garrigues A.,15.0,34.0,1645.0,798.0,7.0,6.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,1.5,2.5,1.65,2.15,1.533,2.375,1.629,2.49,1.65,2.18
WTA,2008,32,London,Wimbledon,2008-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Mattek B.,Bartoli M.,69.0,10.0,474.0,2030.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,3.0,1.36,2.85,1.4,3.25,1.333,3.29,1.402,3.1,1.35
